key,volume,scan,title_page,frontispiece,annotations,shelf_mark,copyright
bib-71,,https://www.google.com/books/edition/M_Vitrvvii_Pollionis_De_architectvra_lib/B6RoAAAAcAAJ,/tps/bib-71_tp.png,,,,
bib-72,,https://www.google.com/books/edition/Methodus_admirandorum_mathematicorum/Zy9mAAAAcAAJ,/tps/bib-72_tp.png,,,,
bib-73,,https://www.google.com/books/edition/Methodus_admirandorum_mathematicorum_nov/J2um70tsaEIC,/tps/bib-73_tp.png,,,,
bib-74,,https://www.proquest.com/docview/2248549843,/tps/bib-74_tp.jpg,,,,
bib-75,,https://www.google.com/books/edition/Geometriae_theoricae_et_practicae_oder_V/taQIYAZZU78C,/tps/bib-75_tp.png,,,,
bib-76,,https://www.google.com/books/edition/Cosmographia_in_quatuor_libros_distribut/oIpV8g_tEt8C,/tps/bib-76_tp.png,,,,
bib-77,,https://www.google.com/books/edition/Quattro_libri_geometrici_di_Silvio_Belli/u3m1ZcxmdogC,/tps/bib-77_tp.png,,,,
bib-78,,https://www.google.com/books/edition/Cours_de_math%C3%A9matique/FZFjAAAAcAAJ,/tps/bib-78_tp.png,,,,
bib-79,,https://www.google.com/books/edition/Matematiche_Discipline/ia5GAAAAcAAJ,/tps/bib-79_tp.png,,,,
bib-80,,https://www.google.com/books/edition/La_geometrie_pratique/_q02AAAAMAAJ,/tps/bib-80_tp.png,,,,
bib-82,,https://www.google.com/books/edition/Io_Buteonis_delphinatici_opera_geometric/qu9EAQAAMAAJ,/tps/bib-82_tp.png,,,,
bib-83,,https://www.google.com/books/edition/Opera_geometrica/pgs8AAAAcAAJ,/tps/bib-83_tp.png,,,,
bib-84,,https://www.google.com/books/edition/Le_due_prime_parti_della_Geometria_famig/hOdmAAAAcAAJ,/tps/bib-84_tp.png,,,,
bib-85,,https://www.google.com/books/edition/Fabrica_et_uso_del_compasso_di_proportio/P0dbAAAAcAAJ,/tps/bib-85_tp.png,,,,
bib-86,,https://books.google.com/books/edition/Fabrica_et_vso_del_compasso_di_proportio/TGqAyDxSot0C,/tps/bib-86_tp.png,,,,
bib-87,,https://www.google.com/books/edition/Dell_Arte_Del_Misurare_Libri_Due_Nel_Pri/NCFaAAAAcAAJ,/tps/bib-87_tp.png,,,,
bib-88,,https://www.google.com/books/edition/Dell_arte_del_misvrare/Zqw2AAAAMAAJ,/tps/bib-88_tp.png,,,,
bib-89,,https://www.google.com/books/edition/De_lineis_rectis_se_invicem_secantibus_s/mCEOAAAAQAAJ,/tps/bib-89_tp.png,,,,
bib-90,,https://www.google.com/books/edition/La_Pratique_universelle_de_G%C3%A9ometrie/wQs8AAAAcAAJ,/tps/bib-90_tp.png,,,,
bib-91,,https://www.google.com/books/edition/Libro_di_arithmetica_geometria_speculati/k178vmPQwfYC,/tps/bib-91_tp.png,,,,
bib-92,,https://www.google.com/books/edition/Scala_grimaldelli_libro_di_aritmetica_e/X_gSexapG40C,/tps/bib-92_tp.png,,,,
bib-93,,https://www.google.com/books/edition/Pratica_d_arithmetica_e_geometria_etc/4YxmAAAAcAAJ,/tps/bib-93_tp.png,,,,
bib-94,,https://www.google.com/books/edition/Pratica_d_arithmetica_e_geometria_Di_nuo/jVkG7NFxtLQC,/tps/bib-94_tp.png,,,,
bib-95,,https://www.google.com/books/edition/P_Petri_Galtruchii_Mathematic%C3%A6_totius_c/7KY2AAAAMAAJ,/tps/bib-95_tp.png,/tps/bib-95_frontispiece.png,,,
bib-96,,https://www.google.com/books/edition/Philosophiae_ac_mathematicae_totius_clar/iXkPAAAAQAAJ,/tps/bib-96_tp.png,,,,
bib-97,,https://www.google.com/books/edition/Ioannis_Camilli_Gloriosi_Exercitationum/Hh3q2dFBfKsC,/tps/bib-97_tp.png,,,,
bib-98,,https://www.google.com/books/edition/Ioannis_Camilli_Gloriosi_Exercitationum/-xRoCswfPmIC,/tps/bib-98_tp.png,,,,
bib-99,,https://www.google.com/books/edition/Neue_und_Gr%C3%BCndliche_Mathematische_Fried/wrZ_XvqxTjUC,/tps/bib-99_tp.png,/tps/bib-99_frontispiece.png,,,
bib-100,,https://www.google.com/books/edition/Modo_di_misurare_le_fabriche/Hk4HAAAAcAAJ,/tps/bib-100_tp.png,,,,
bib-101,,https://www.google.com/books/edition/Geometria_compendiose_adornata/1HpmAAAAcAAJ,/tps/bib-101_tp.png,,,,
bib-102,,https://www.google.com/books/edition/Teutscher_Euclides/EJY_AAAAcAAJ,/tps/bib-102_tp.png,,,,
bib-103,,https://www.google.com/books/edition/Tractate_der_Mechanischen_Instrumenten/E85UAAAAcAAJ,/tps/bib-103_tp.png,,,,
bib-104,,https://www.google.com/books/edition/Problema_duplatio_trianguli_aequilateri/2ayX9egPSFQC,/tps/bib-104_tp.png,,,,
bib-105,,https://www.google.com/books/edition/De_quadrante_geometrico_libellus_In_quo/pRN0YLpUbccC,/tps/bib-105_tp.png,,,,
bib-106,,https://www.google.com/books/edition/Systema_compendiosum_totius_mathematices/9WMVAAAAQAAJ,/tps/bib-106_tp.png,,,,
bib-107,,https://www.proquest.com/docview/2240853928,/tps/bib-107_tp.jpg,,,,
bib-108,,https://www.proquest.com/docview/2090351283,/tps/bib-108_tp.jpg,,,,
bib-109,,https://www.google.com/books/edition/Les_elemens_de_geometrie_ou_De_la_mesure/iqo2AAAAMAAJ,/tps/bib-109_tp.png,,,,
bib-110,,https://www.google.com/books/edition/Nouveaux_elemens_de_geometrie_ou_de_la_m/1Ozn-y3umz0C,/tps/bib-110_tp.png,,,,
bib-111,,https://www.google.com/books/edition/Pratique_de_la_g%C3%A9om%C3%A9trie_sur_le_papier/JApUAAAAcAAJ,/tps/bib-111_tp.png,,,,
bib-112,,https://www.google.com/books/edition/Pratiqve_de_la_geometrie_svr_le_papier_e/KTm8BDJPn5cC,/tps/bib-112_tp.png,,,,
bib-113,,https://www.google.com/books/edition/Trait%C3%A9_de_g%C3%A9om%C3%A9trie/KhgHAAAAcAAJ,/tps/bib-113_tp.png,,,,
bib-114,,https://www.google.com/books/edition/Nine_geometricall_exercises_for_young_se/MalkAAAAcAAJ,/tps/bib-114_tp.png,,,,
bib-115,,https://www.proquest.com/docview/2240955967,/tps/bib-115_tp.jpg,,,,
bib-116,,https://www.proquest.com/docview/2230616353,/tps/bib-116_tp.png,,,,
bib-117,,https://www.proquest.com/docview/2090352683,/tps/bib-117_tp.jpg,,,,
bib-118,,https://www.proquest.com/docview/2090363276,/tps/bib-118_tp.jpg,,,,
bib-119,,https://www.google.com/books/edition/Manuale_arithmetic%C4%99_et_geometri%C4%99_pract/wYjTCmn_0nwC,/tps/bib-119_tp.png,,,,
bib-120,,https://www.proquest.com/docview/2240974534,/tps/bib-120_tp.jpg,,,,
bib-121,,https://www.google.com/books/edition/Aetonensis_quondam_Collegii_Realis_in_Ca/IjgPAAAAQAAJ,/tps/bib-121_tp.png,,,,
bib-122,,https://www.google.com/books/edition/Joannis_Baptistae_Palmae_Neapolitani_In/GNWsXiZlboMC,/tps/bib-122_tp.png,,,,
bib-123,,http://nbn-resolving.de/urn:nbn:de:bvb:12-bsb10525716-1,/tps/bib-123_tp.png,,,,
bib-124,,https://www.proquest.com/docview/2090354313,/tps/bib-124_tp.jpg,,,,
bib-125,,https://books.google.com/books/edition/La_geometria_prattica_di_Gio_Pomodoro_ve/eneXpRnKCNEC,/tps/bib-125_tp.png,,,,
bib-126,,https://books.google.com/books/edition/La_geometria_prattica_di_Gio_Pomodoro_ve/eneXpRnKCNEC,/tps/bib-126_tp.png,,,,
bib-127,,https://www.google.com/books/edition/Ioannis_Praetorii_Ioachimici_Problema_qu/W_MA7-7RJQ8C,/tps/bib-127_tp.png,,,,
bib-128,,https://www.google.com/books/edition/P_Rami_Arithmeticae_Libri_Duo_Geometriae/4kd25JMJF4AC,/tps/bib-128_tp.png,,,,
bib-129,,https://www.google.com/books/edition/Arithmeticae_Libri_Duo_Geometriae_Septem/R8hZAAAAcAAJ,/tps/bib-129_tp.png,,,,
bib-130,,https://www.google.com/books/edition/Petri_Rami_veromandui_Arithmeticae_libri/Y9BupyhwsNsC,/tps/bib-130_tp.png,,,,
bib-131,,https://www.google.com/books/edition/The_pathway_to_knowledg_etc/H_95rik6X4UC,/tps/bib-131_tp.png,,,,
bib-132,,https://www.google.com/books/edition/Hectameron_geometricum_ofte_nieu_onderwi/89tfJ_LXpJ8C,/tps/bib-132_tp.png,,,,
bib-133,,https://www.proquest.com/docview/2240905192,/tps/bib-133_tp.jpg,,,,
bib-134,,https://www.google.com/books/edition/Geometriae_Practicae_Novae_Et_Auctae/x8pZAAAAcAAJ,/tps/bib-134_tp.png,,,,
bib-135,,https://www.google.com/books/edition/Geometriae_practicae_novae_auctae_libri/7pNmAAAAcAAJ,/tps/bib-135_tp.png,/tps/bib-135_frontispiece.png,,,
bib-136,,https://www.google.com/books/edition/Les_%C5%92uvres_math%C3%A9matiques/bt5jAAAAcAAJ,/tps/bib-136_tp.png,,,,
bib-137,,https://www.google.com/books/edition/Ioh_Christoph_Sturmii_Mathesis_compendia/OyL5Vl1saogC,/tps/bib-137_tp.png,,,,
bib-138,,https://www.google.com/books/edition/Annus_positionum_mathematicarum/9zLJHx5OaGgC,/tps/bib-138_tp.png,,,,
bib-139,,https://www.google.com/books/edition/Mathematische_vermaecklykheden/aMxbAAAAQAAJ,/tps/bib-139_tp.png,,,,
bib-140,,https://www.google.com/books/edition/Mathematische_vermaecklyckheden/Tu90WeysXzcC,/tps/bib-140_tp.png,,,,
bib-141,,https://www.google.com/books/edition/Mathematische_vermaecklyckheden/ruCDahiXl1AC,/tps/bib-141_tp.png,,,,
bib-142,,https://www.google.com/books/edition/Mathematische_vermaecklyckheden_Te_samen/QBOUy14RBhYC,/tps/bib-142_tp.png,,,,
bib-143,,https://www.google.com/books/edition/Lexicon_Mathematicum/ZaNGAAAAcAAJ,/tps/bib-143_tp.png,/tps/bib-143_frontispiece.png,,,
bib-144,,https://www.google.com/books/edition/Lexicon_mathematicum_astronomicum_geomet/ewMOAAAAQAAJ,/tps/bib-144_tp.png,/tps/bib-144_frontispiece.png,,,
bib-145,,https://books.google.com/books/edition/Euclides_nuevo_antiguo/wMEi5Ctitn8C,/tps/bib-145_tp.png,,,,
bib-146,,https://books.google.com/books/edition/Geometria_especulatiua_y_pratica_de_los/OUw5EbYtfVcC,/tps/bib-146_tp.png,,,,
bib-147,,https://www.google.com/books/edition/Due_dialoghi_di_M_Iacomo_de_Lanteri_da_P/pS14QFHAQ_wC,/tps/bib-147_tp.png,,,,
bib-148,,https://www.google.com/books/edition/Gouuernail_d_Ambroise_Bachot_capitaine_i/NFIOWGh5Vx0C,/tps/bib-148_tp.png,,,,
bib-149,,https://www.google.com/books/edition/Prattica_manuale_dell_artiglieria/rxaRzxwI4iIC,/tps/bib-149_tp.png,,,,
bib-150,,https://www.proquest.com/docview/2248558691,/tps/bib-150_tp.jpg,,,,
bib-151,,https://www.google.com/books/edition/Tavole_brevissime_per_sapere_con_prestez/UiFaAAAAcAAJ,/tps/bib-151_tp.png,,,,
bib-152,,https://www.google.com/books/edition/Della_Fortificatione_delle_Citta_di_e_de/OBtJAAAAcAAJ,/tps/bib-152_tp.png,,,,
bib-153,,https://www.proquest.com/docview/2248531401,/tps/bib-153_tp.jpg,,,,
bib-154,,https://www.proquest.com/docview/2248525412,/tps/bib-154_tp.jpg,,,,
bib-155,,https://www.google.com/books/edition/Margarita_philosophica/VVEqTJwyCbUC,/tps/bib-155_tp.png,,,,
bib-156,,https://www.google.com/books/edition/Le_Mechaniche_Dell_Illvstriss_Sig_Gvido/0G9xYkboKrIC,/tps/bib-156_tp.png,,,,
bib-157,,https://www.proquest.com/docview/2240912166,/tps/bib-157_tp.jpg,,,,
bib-158,,https://www.proquest.com/docview/2264202387,/tps/bib-158_tp.jpg,,,,
bib-159,,https://www.proquest.com/docview/2240915084,/tps/bib-159_tp.jpg,,,,
bib-160,,https://books.google.com/books/edition/Renati_Des_Cartes_Music%C3%A6_compendium/_KzBJf8q37wC,/tps/bib-160_tp.png,,,,
bib-161,,https://www.google.com/books/edition/Geometria/NLTAyjqTyLkC,/tps/bib-161_tp.png,,,,
bib-162,,https://www.proquest.com/docview/2090334961,/tps/bib-162_tp.jpg,,,,
bib-163,,https://www.google.com/books/edition/Commentaires_sur_la_g%C3%A9om%C3%A9trie_de_M_Des/DXWGgYXL5NYC,/tps/bib-163_tp.png,,,,
bib-167,,https://www.google.com/books/edition/Liber_de_intellectu/zpFPAAAAcAAJ,/tps/bib-167_tp.png,,,,
bib-168,,https://www.google.com/books/edition/Caroli_Bouilli_Samarobrini_Ouestionum_Th/om1oAAAAcAAJ,/tps/bib-168_tp.png,,,,
bib-169,,https://www.google.com/books/edition/Le_sphere_du_monde_proprement_ditte_cosm/8l5RAAAAcAAJ,/tps/bib-169_tp.png,,,,
bib-170,,,,,,,
bib-171,,https://www.google.com/books/edition/Opera_Ioannis_Foenisecae_Aug_uste_n_sis/UxWGGm9pWVIC,/tps/bib-171_tp.png,,,,
bib-172,,https://www.google.com/books/edition/Introductiones_in_Aristotelis_Metaphysic/ke2dtcV1DBoC,/tps/bib-172_tp.png,,,,
bib-173,,https://www.google.com/books/edition/Libri_logicorum/A6RCAAAAcAAJ,/tps/bib-173_tp.png,,,,
bib-174,,https://books.google.co.il/books?id=A_yT6uJjXxAC,,,,,
bib-175,,https://www.digitale-sammlungen.de/en/view/bsb10196647,/tps/bib-175_tp.png,,,,
bib-176,,https://www.google.com/books/edition/Haec_accurata_recognitio_trium_voluminum/-swevo4PsWUC,/tps/bib-176_tp.png,,,,
bib-177,,https://search.proquest.com/docview/2090308097,/tps/bib-177_tp.jpg,,,,
bib-178,,https://www.google.com/books/edition/Theologia_naturalis_siue_liber_creatura/1daorBSwnjcC,/tps/bib-178_tp.png,,,,
bib-179,,https://books.google.com/books?id=qWp6MG_34pQC,/tps/bib-179_tp.png,,,,
bib-180,,https://books.google.com/books?id=xX1oAAAAcAAJ,/tps/bib-180_tp.png,,,,
bib-181,,https://gallica.bnf.fr/ark:/12148/bpt6k5617656b,/tps/bib-181_tp.JPEG,,,,
bib-182,,https://books.google.com/books?id=EXxmAAAAcAAJ,/tps/bib-182_tp.png,,,,
bib-183,,https://books.google.com/books?id=tJ9RAAAAcAAJ,/tps/bib-183_tp.png,,,,
bib-184,,,,,,,
bib-185,,https://books.google.fr/books?id=YMxbAAAAQAAJ,/tps/bib-185_tp.png,,,,
bib-186,,https://books.google.com/books?id=H-Dtm7WtpSwC,/tps/bib-186_tp.png,,,,
bib-187,,https://books.google.com/books?id=G4c_AAAAcAAJ,/tps/bib-187_tp.png,,,,
bib-188,,https://books.google.com/books?id=4sucOyRg9SMC,/tps/bib-188_tp.png,,,,
bib-189,,https://books.google.com/books?id=_BgOAAAAQAAJ,/tps/bib-189_tp.png,,,,
bib-190,,https://books.google.com/books?id=zP7mAAAAMAAJ,/tps/bib-190_tp.png,,,,
bib-191,,https://books.google.com/books?id=1QdlAAAAcAAJ,/tps/bib-191_tp.png,,,,
bib-192,,https://books.google.com/books?id=aHzmAAAAMAAJ,/tps/bib-192_tp.png,,,,
bib-193,,https://books.google.com/books?id=4qk2AAAAMAAJ,/tps/bib-193_tp.png,,,,
bib-194,,https://books.google.com/books?id=SUHWRGsPmS0C,/tps/bib-194_tp.png,,,,
bib-195,,https://books.google.com/books?id=m86xjFObu_4C,/tps/bib-195_tp.png,,,,
bib-196,,https://books.google.com/books?id=lSLjuVtMIUwC,/tps/bib-196_tp.png,,,,
bib-197,,https://books.google.com/books?id=5blNPE6gQWQC,/tps/bib-197_tp.png,,,,
bib-198,,https://www.proquest.com/docview/2240867366,/tps/bib-198_tp.jpg,,,,
bib-199,,https://www.proquest.com/eebo/docview/2248554090,/tps/bib-199_tp.jpg,,,,
bib-200,,https://books.google.com/books?id=2XMtl1C-2b0C,/tps/bib-200_tp.png,,,,
bib-201,,https://books.google.com/books?id=09DdCg3is7EC,/tps/bib-201_tp.png,,,,
bib-202,,https://books.google.com/books?id=a5RjAAAAcAAJ,/tps/bib-202_tp.png,,,,
bib-203,,https://books.google.com/books?id=AQ1mAAAAcAAJ,/tps/bib-203_tp.png,,,,
bib-204,,https://books.google.com/books?id=AZNmAAAAcAAJ,/tps/bib-204_tp.png,,,,
bib-205,,https://books.google.com/books?id=AKtlAAAAcAAJ,/tps/bib-205_tp.png,,,,
bib-206,,https://digital.slub-dresden.de/werkansicht/dlf/114029,/tps/bib-206_tp.png,,,,
bib-207,,https://books.google.com/books?id=nyllAAAAcAAJ,/tps/bib-207_tp.png,,,,
bib-208,,https://books.google.com/books?id=Cy5lAAAAcAAJ,/tps/bib-208_tp.png,,,,
bib-209,,https://books.google.com/books?id=cyXGxgvRGZoC,/tps/bib-209_tp.png,,,,
bib-210,,https://books.google.nl/books?id=TBC0001otDUC,/tps/bib-210_tp.png,,,,
bib-211,,https://books.google.com/books?id=8_doAAAAcAAJ,/tps/bib-211_tp.png,,,,
bib-212,,https://books.google.com/books?id=FRJiAAAAcAAJ,/tps/bib-212_tp.png,,,,
bib-213,,https://www.proquest.com/eebgeo/docview/2090342884,/tps/bib-213_tp.jpg,,,,
bib-214,,https://books.google.com/books?id=a8NkAAAAcAAJ,/tps/bib-214_tp.png,,,,
bib-215,,https://www.google.be/books/edition/Mathematicall_Recreations/6-84AAAAMAAJ,/tps/bib-215_tp.png,/tps/bib-215_front.png,,,
bib-216,,https://www.google.be/books/edition/_/6s5gv3VsmAoC,/tps/bib-216_tp.png,,,,
bib-217,,https://gallica.bnf.fr/ark:/12148/bpt6k52595c,/tps/bib-217_tp.JPEG,,,,
bib-218,,https://archive.org/details/bim_early-english-books-1475-1640_the-principles-of-arithm_webster-william-_1634,/tps/bib-218_tp.jpg,,,,
bib-219,,https://archive.org/details/bim_early-english-books-1641-1700_websters-tables-for-int_webster-william_1647,/tps/bib-219_tp.jpg,,,,
bib-220,,https://archive.org/details/bim_early-english-books-1475-1640_arithmeticall-questions-_witt-richard_1613,,,,,
bib-221,,https://www.proquest.com/docview/2264210448,/tps/bib-221_tp.jpg,,,,
bib-222,,https://search.proquest.com/docview/2240914758,/tps/bib-222_tp.jpg,,,,
bib-223,,https://books.google.com/books?id=2W9mAAAAcAAJ,/tps/bib-223_tp.png,,,,
bib-224,,https://books.google.com/books?id=GLFTAAAAcAAJ,/tps/bib-224_tp.png,,,,
bib-225,,http://nbn-resolving.de/urn:nbn:de:bvb:12-bsb00024650-1,/tps/bib-225_tp.png,,,,
bib-226,,https://wellcomecollection.org/works/xrgk9rkh,/tps/bib-226_tp.jpg,,,,
bib-227,,https://wellcomecollection.org/works/kxrp5bba,/tps/bib-227_tp.jpg,/tps/bib-227_front.jpg,,,
bib-228,,https://www.proquest.com/docview/2090344057,/tps/bib-228_tp.jpg,,,,
bib-229,,https://www.proquest.com/docview/2090363296,/tps/bib-229_tp.jpg,,,,
bib-230,,https://www.proquest.com/docview/2090354294,/tps/bib-230_tp.jpg,,,,
bib-231,,https://www.proquest.com/docview/2090359787,/tps/bib-231_tp.jpg,,,,
bib-232,,,,,,,
bib-233,,https://books.google.co.uk/books?id=UW0-LXN-T4gC,/tps/bib-233_tp.png,,,,
bib-234,,https://www.proquest.com/docview/2264219705,/tps/bib-234_tp.jpg,,,,
bib-235,,https://books.google.com/books?id=Gm9bAAAAQAAJ,/tps/bib-235_tp.png,,,,
bib-236,,https://archive.org/details/bim_early-english-books-1641-1700_institutio-mathematica-_newton-john_1654,/tps/bib-236_tp.jpg,,,,
bib-237,,https://archive.org/details/worksofedmundgun00gunt,/tps/bib-237_tp.jpg,,,,
bib-238,,https://gallica.bnf.fr/ark:/12148/bd6t57699988,/tps/bib-238_tp.JPEG,,,,
bib-239,,https://books.google.com/books?id=lcRZAAAAcAAJ,/tps/bib-239_tp.png,,,,
bib-240,,https://www.digitale-sammlungen.de/en/view/bsb10942190,/tps/bib-240_tp.png,,,,
bib-241,,https://www.digitale-sammlungen.de/en/view/bsb10942191,/tps/bib-241_tp.png,,,,
bib-242,,https://www.digitale-sammlungen.de/en/view/bsb11199734,/tps/bib-242_tp.png,,,,
bib-246,,https://www.google.com/books/edition/S%C5%A9ma_de_arithmetica_geometria_proportio/HzLM_2s-8MAC,/tps/bib-246_tp.png,,,,
bib-247,,https://gallica.bnf.fr/ark:/12148/bpt6k59092n,/tps/bib-247_tp.JPEG,,,,
bib-248,,https://www.proquest.com/docview/2090334044,/tps/bib-248_tp.png,,,,
bib-250,,https://gallica.bnf.fr/ark:/12148/bpt6k8702031g,/tps/bib-250_tp.JPEG,,,,
bib-251,,https://books.google.com/books?id=HPMeJrYE0sEC,/tps/bib-251_tp.png,,,,
bib-252,,https://books.google.com/books?id=RHHyQodh9FIC,/tps/bib-252_tp.png,,,,
bib-253,,https://books.google.com/books?id=_4Y8AAAAcAAJ,/tps/bib-253_tp.png,,,,
bib-254,,https://books.google.com/books?id=uTo8AAAAcAAJ,/tps/bib-254_tp.png,,,,
bib-255,,https://archive.org/details/ita-bnc-mag-00000949-001,/tps/bib-255_tp.jpg,,,,
bib-256,,https://archive.org/details/bim_early-english-books-1641-1700_a-mathematical-manual_phillippes-henry_1677,/tps/bib-256_tp.jpg,,,,
bib-257,,https://books.google.com/books?id=yyFBAAAAMAAJ,/tps/bib-257_tp.png,,,,
bib-258,,https://books.google.com/books?id=1plDyV8Lq9MC,/tps/bib-258_tp.png,,,,
bib-259,,https://books.google.com/books?id=m4mmV9ZT3qEC,/tps/bib-259_tp.png,,,,
bib-260,,https://books.google.com/books?id=abBlAAAAcAAJ,/tps/bib-260_tp.png,,,,
bib-261,,https://www.google.com/books/edition/Moxon_s_Mechanick_Exercises/xlJIAAAAYAAJ?,/tps/bib-261_tp.jpg,,,,
bib-262,,https://www.google.com/books/edition/L_arithmetique/P845AAAAcAAJ,/tps/bib-262_tp.png,,,,
bib-263,,,,,,,
bib-264,,https://www.google.com/books/edition/Livre_d_arithmetique_contenant_plusieurs/jbMm1NzLYbcC,/tps/bib-264_tp.png,,,,
bib-265,,https://books.google.co.uk/books?id=BH1mAAAAcAAJ,/tps/bib-265_tp.png,,,,
bib-266,,https://www.google.com/books/edition/L_arithmetique_contenante_plusieurs_bell/8Y3lUZ7KsrIC,/tps/bib-266_tp.png,,,,
bib-267,,https://www.google.com/books/edition/La_science_des_nombres_premiere_partie_d/g4JxJyxCrmUC,/tps/bib-267_tp.png,,,,
bib-268,,,,,,,
bib-269,,https://www.google.com/books/edition/L_arithmetique/h-Bphzd8YJwC,/tps/bib-269_tp.png,,,,
bib-270,,https://www.google.com/books/edition/Pacht_Tafelen/iRRiAAAAcAAJ,/tps/bib-270_tp.png,,,,
bib-271,,https://books.google.com/books?id=L2ZnAAAAcAAJ,/tps/bib-271_tp.png,,,,
Bologna_1629a,,https://www.google.com/books/edition/Speculum_Euclidianum_totam_Euclidis_plan/7MXzbGtLJtEC,/tps/Bologna_1629a_tp.png,,,,
London_1666,,https://www.proquest.com/docview/2264215722,/tps/London_1666_tp.jpg,,,,
Bologna_1693,,https://www.google.com/books/edition/Plan%C3%B3rum_de_solidorum_Euclidis_elamenta/lD52rgVLiGcC,/tps/Bologna_1693_tp.png,,,,
London_1695,,https://www.proquest.com/docview/2240924354,/tps/London_1695_tp.jpg,,,,
London_1700,,https://www.proquest.com/docview/2240971821,/tps/London_1700_tp.jpg,,,,
Barcelona_1698,,,,,,,
bib-272,,https://books.google.com/books?id=-CekrQx9-AcC,/tps/bib-272_tp.png,,,,
bib-273,,https://www.google.com/books/edition/LES_TRAVAUX_DE_MARS_OU_L%CA%BCART_DE_LA_GUER/ynVWbzRRC0YC,/tps/bib-273_tp.png,/tps/bib-273_front.png,,,
bib-274,,https://www.google.com/books/edition/Usus_et_fabrica_circini_cujusdam_proport/kGM_AAAAcAAJ,/tps/bib-274_tp.png,,,,
bib-275,,https://www.google.com/books/edition/Praxis_nova_geometrica_per_usum_circini/3YpiAAAAcAAJ,/tps/bib-275_tp.png,,,,
bib-276,,https://www.google.co.il/books/edition/Procli_Diadochi_Lucii_philosophi_Platoni/mJ0HQvbDisoC,/tps/bib-276_tp.png,,,,
bib-277,,https://www.digitale-sammlungen.de/en/view/bsb00009317,/tps/bib-277_tp.png,,,,
bib-278,,https://www.digitale-sammlungen.de/en/view/bsb11267669,/tps/bib-278_tp.png,,,,
bib-279,,https://books.google.co.uk/books?id=yV1jAAAAcAAJ,/tps/bib-279_tp.png,,,,
bib-280,,https://gallica.bnf.fr/ark:/12148/bpt6k1512241w,/tps/bib-280_tp.JPEG,,,,
bib-281,,https://viewer.library.wales/4792546,/tps/bib-281_tp.png,,,,
bib-282,,https://gallica.bnf.fr/ark:/12148/bpt6k87026586,/tps/bib-282_tp.JPEG,,,,
bib-283,,https://www.proquest.com/docview/2240913352,/tps/bib-283_tp.jpg,,,,
bib-284,,https://www.proquest.com/docview/2240865686,/tps/bib-284_tp.jpg,,,,
bib-285,,https://www.proquest.com/docview/2248534315/72798483,/tps/bib-285_tp.jpg,,,,
key,volume,scan,title_page,frontispiece,annotations,shelf_mark,copyright
Kiel_and_Leipzig_1699,,,/tps/Kiel_and_Leipzig_1699_tp_alt.png,,,,
Ansbach_1610,,,/tps/Ansbach_1610_tp_alt.png,,,,
Paris_1566a,,,/tps/Paris_1566a_tp_alt.png,,,,
Leiden_1617,,,/tps/Leiden_1617_tp_alt.png,,,,
Douai_1620,,,/tps/Douai_1620_tp_alt.png,,,,
Antwerp_1645,,,/tps/Antwerp_1645_tp_alt.png,,,,
Cambridge_1665,,,/tps/Cambridge_1665_tp_alt.jpeg,,,,
Antwerp_1654,,,/tps/Antwerp_1654_tp_alt.png,,,,
Venice_1482,,,/tps/Venice_1482_tp_alt.jpeg,,,,
Paris_1566,,,/tps/Paris_1566_tp_alt.png,,,,
Vienna_1694,,,/tps/Vienna_1694_tp_alt.png,,,,
Lübeck_and_Frankfurt_1699,,,/tps/Lübeck_and_Frankfurt_1699_tp_alt.png,,,,
Berlin_1824,,,/tps/Berlin_1824_tp_alt.png,,,,
key,volume,scan,title_page,frontispiece,annotations,shelf_mark,copyright
Rome_1679,,,/tps/Rome_1679_tp_alt.png,,,,
Rome_1593,,,/tps/Rome_1593_tp_alt.png,,,,
MorisS-21-9,,,/tps/MorisS-21-9_tp_alt.png,,,,
bib-136,,,/tps/bib-136_tp_alt.png,,,,
